,IB_Currency,IB_longName,IB_marketName,IB_isin,Origin_Name,Origin_Stock,Origin_Country,Origin_Currency
3665,USD,COMTECH TELECOMMUNICATIONS,NMS,US2058262096,COMTECH TELECOMMUNICATIONS,CMTL,United States of America,USD
3666,USD,COMTEX NEWS NETWORK INC,NOINFO,US2059142032,COMTEX NEWS NETWORK INC,CMTX,United States of America,USD
3667,USD,CONAGRA BRANDS INC,CAG,US2058871029,CONAGRA BRANDS INC,CAG,Germany,
3668,USD,CONAIR CORP/NEW YORK,LIMITED,US2058881002,CONAIR CORP/NEW YORK,CNGA,United States of America,USD
3669,AUD,CONCENTRATED LEADERS FUND LT,CLF,AU0000007320,CONCENTRATED LEADERS FUND LT,CLF,Australia,AUD
3670,USD,CONCERT PHARMACEUTICALS INC,NMS,US2060221056,CONCERT PHARMACEUTICALS INC,CNCE,United States of America,USD
3671,USD,CONCHO RESOURCES INC,CXO,US20605P1012,CONCHO RESOURCES INC,CXO,Germany,
3672,CAD,CONCORD GREEN ENERGY HOLDINGS,SAN,CA83417T1093,CONCORD GREEN ENERGY HOLDINGS,SAN,,CAD
3673,JPY,CONCORDIA FINANCIAL GROUP LT,7186,JP3305990008,CONCORDIA FINANCIAL GROUP LT,7186,Japan,JPY
3674,AUD,CONDOR BLANCO MINES LTD,CDB,AU000000CDB1,CONDOR BLANCO MINES LTD,CDB,,AUD
3675,USD,CONDOR GOLD CORP,CDRGF,CA20676R1010,CONDOR GOLD CORP,CDRGF,,USD
3676,USD,CONDOR HOSPITALITY TRUST INC,CDOR,US20676Y4035,CONDOR HOSPITALITY TRUST INC,CDOR,United States of America,USD
3677,CAD,CONDOR RESOURCES INC,CN,CA20676U1049,CONDOR RESOURCES INC,CN,Canada,CAD
3678,USD,CONDUENT INC,NMS,US2067871036,CONDUENT INC,CNDT,United States of America,
3679,JPY,CONEXIO CORP,9422,JP3104870005,CONEXIO CORP,9422,Japan,JPY
3680,USD,CONFORMIS INC,SCM,US20717E1010,CONFORMIS INC,CFMS,United States of America,USD
3681,AUD,CONICO LTD,CNJ,AU000000CNJ3,CONICO LTD,CNJ,Australia,AUD
3682,USD,CONIFER HOLDINGS INC,NMS,US20731J1025,CONIFER HOLDINGS INC,CNFR,United States of America,USD
3683,CAD,CONIFEX TIMBER INC,CFF,CA2073241044,CONIFEX TIMBER INC,CFF,Canada,CAD
3684,USD,CONMED CORP,CNMD,US2074101013,CONMED CORP,CNMD,United States of America,USD
3685,USD,CONNECTAJET.COM,CAJT,US20752L1017,CONNECTAJET.COM,CAJT,,USD
3686,USD,CONNECTICUT RIVER COMMUNITY,NOINFO,US2076961059,CONNECTICUT RIVER COMMUNITY,CRCA,United States of America,USD
3687,USD,CONNECTICUT WATER SVC INC,CTWS,US2077971016,CONNECTICUT WATER SVC INC,CTWS,,USD
3688,USD,CONNECTONE BANCORP INC,NMS,US20786W1071,CONNECTONE BANCORP INC,CNOB,United States of America,USD
3689,USD,CONNEXUS CORP,NOINFO,US2071461014,CONNEXUS CORP,CNXS,United States of America,USD
3690,USD,CONOCOPHILLIPS,COP,US20825C1045,CONOCOPHILLIPS,COP,Germany,
3691,USD,CONRAD INDUSTRIES INC,CURRENT,US2083051027,CONRAD INDUSTRIES INC,CNRD,United States of America,USD
3692,USD,CONSOL COAL RESOURCES LP,CCR,US20855T1007,CONSOL COAL RESOURCES LP,CCR,United States of America,USD
3693,USD,CONSOL ENERGY INC,CEIX,US20854L1089,CONSOL ENERGY INC,CEIX,United States of America,USD
3694,USD,CONSOLIDATED EDISON INC,ED,US2091151041,CONSOLIDATED EDISON INC,ED,Germany,
3695,USD,CONSORTEUM HOLDINGS INC,CSRH,US21032R1086,CONSORTEUM HOLDINGS INC,CSRH,United States of America,USD
3696,CAD,CONSTANTINE METAL RESOURCES,CEM,CA2103172029,CONSTANTINE METAL RESOURCES,CEM,Canada,CAD
3697,USD,CONSTELLATION PHARMACEUTICAL,CNST,US2103731061,CONSTELLATION PHARMACEUTICAL,CNST,United States of America,USD
3698,CAD,CONSTELLATION SOFTWARE INC,CSU,CA21037X1006,CONSTELLATION SOFTWARE INC,CSU,Canada,CAD
3699,MXN,CONSTRUCC Y AUX DE FERROCARR,CAFEN,ES0121975009,CONSTRUCC Y AUX DE FERROCARR,CAFEN,Mexico,MXN
3700,USD,CONSTRUCTION PARTNERS INC-A,NMS,US21044C1071,CONSTRUCTION PARTNERS INC-A,ROAD,United States of America,USD
3701,USD,CONSUMER AUTOMOTIVE FINANCE,LIMITED,US2104931025,CONSUMER AUTOMOTIVE FINANCE,CAFI,United States of America,USD
3702,USD,CONSUMER CAPITAL GROUP INC,CCGN,US21050C1080,CONSUMER CAPITAL GROUP INC,CCGN,United States of America,USD
3703,USD,CONSUMER PORTFOLIO SERVICES,NMS,US2105021008,CONSUMER PORTFOLIO SERVICES,CPSS,United States of America,USD
3704,USD,CONSUMER PRODUCTS SERVCES GR,CPSV,US21050T1016,CONSUMER PRODUCTS SERVCES GR,CPSV,,USD
3705,USD,CONSUMER STAPLES SPDR,XLP,US81369Y3080,CONSUMER STAPLES SPDR,XLP,,MXN
3706,USD,CONSUMERS BANCORP INC,PREMQX,US2105091050,CONSUMERS BANCORP INC,CBKM,United States of America,USD
3707,HKD,CONSUN PHARMACEUTICAL GROUP,1681,KYG2524A1031,CONSUN PHARMACEUTICAL GROUP,1681,Hong Kong,HKD
3708,AUD,CONTACT ENERGY LTD,CEN,NZCENE0001S6,CONTACT ENERGY LTD,CEN,Australia,AUD
3709,CAD,CONTAGIOUS GAMING INC,CNS,CA2107373003,CONTAGIOUS GAMING INC,CNS,Canada,CAD
3710,INR,CONTAINER CORP OF INDIA LTD,CONCOR,INE111A01025,CONTAINER CORP OF INDIA LTD,CONCOR,India,INR
3711,USD,CONTAINER STORE GROUP INC/TH,TCS,US2107511030,CONTAINER STORE GROUP INC/TH,TCS,United States of America,USD
3712,AUD,CONTANGO ASSET MANAGEMENT LT,CGA,AU000000CGA6,CONTANGO ASSET MANAGEMENT LT,CGA,Australia,AUD
3713,GBP,CONTANGO HOLDINGS PLC,SSQ3,GB00BF0F5X78,CONTANGO HOLDINGS PLC,CGO,United Kingdom,GBP
3714,MXN,CONTANGO OIL & GAS,MCF,US21075N2045,CONTANGO OIL & GAS,MCF,Mexico,MXN
3715,USD,CONTANGO ORE INC,CTGO,US21077F1003,CONTANGO ORE INC,CTGO,United States of America,USD
3716,JPY,CONTEC CO LTD,6639,JP3306030002,CONTEC CO LTD,6639,Japan,JPY
3717,HKD,CONTEL TECHNOLOGY CO LTD,1912,KYG2521A1067,CONTEL TECHNOLOGY CO LTD,1912,Hong Kong,HKD
3718,MXN,CONTINENTAL AG,CONN,DE0005439004,CONTINENTAL AG,CONN,Mexico,MXN
3719,USD,CONTINENTAL BEVERAGE BRANDS,CURRENT,US21116R1077,CONTINENTAL BEVERAGE BRANDS,CBBB,United States of America,USD
3720,AUD,CONTINENTAL COAL LTD,CCC,AU000000CCC1,CONTINENTAL COAL LTD,CCC,,AUD
3721,CAD,CONTINENTAL GOLD INC,CNL.CAD,CA21146A1084,CONTINENTAL GOLD INC,CNL.CAD,,CAD
3722,USD,CONTINENTAL MATERIALS CORP,CUO,US2116153071,CONTINENTAL MATERIALS CORP,CUO,,USD
3723,USD,CONTINENTAL RESOURCES INC/OK,CLR,US2120151012,CONTINENTAL RESOURCES INC/OK,CLR,Mexico,USD
3724,GBP,CONTOURGLOBAL PLC,STMM,GB00BF448H58,CONTOURGLOBAL PLC,GLO,United Kingdom,GBP
3725,AUD,CONTRARIAN VALUE FUND LTD,CVF,AU000000CVF4,CONTRARIAN VALUE FUND LTD,CVF,Australia,AUD
3726,USD,CONVATEC GROUP PLC-UNSP ADR,CURRENT,US21244X1090,CONVATEC GROUP PLC-UNSP ADR,CNVVY,United States of America,USD
3727,CAD,CONVERGE TECHNOLOGY SOLUTION,CTS,CA21250C1068,CONVERGE TECHNOLOGY SOLUTION,CTS,Canada,CAD
3728,USD,CONVERGEONE HOLDINGS INC,CVON,US2124811058,CONVERGEONE HOLDINGS INC,CVON,,USD
3729,USD,CONVERSION SOLUTIONS HOLDINGS,CSHD,US21254V1008,CONVERSION SOLUTIONS HOLDINGS,CSHD,,USD
3730,GBP,CONYGAR INVESTMENT CO PLC,ASQ1,GB0033698720,CONYGAR INVESTMENT CO PLC,CIC,United Kingdom,GBP
3731,JPY,COOKPAD INC,2193,JP3266170004,COOKPAD INC,2193,Japan,JPY
3732,USD,COOL TECHNOLOGIES INC,WARM,US21639Y1001,COOL TECHNOLOGIES INC,WARM,United States of America,USD
3733,HKD,COOLPAD GROUP LTD,2369,KYG2418K1004,COOLPAD GROUP LTD,2369,United States of America,HKD
3734,AUD,COONAWARRA AUSTRALIA PROPERT,CNR,AU000000CNR6,COONAWARRA AUSTRALIA PROPERT,CNR,,AUD
3735,AUD,COOPER ENERGY LTD,COE,AU000000COE2,COOPER ENERGY LTD,COE,Australia,AUD
3736,SEK,COOR SERVICE MANAGEMENT,COOR,SE0007158829,COOR SERVICE MANAGEMENT,COOR,Sweden,SEK
3737,USD,COPA HOLDINGS SA-CLASS A,CPA,PAP310761054,COPA HOLDINGS SA-CLASS A,CPA,Mexico,USD
3738,USD,COPART INC,NMS,US2172041061,COPART INC,CPRT,Mexico,
3739,PLN,COPERNICUS SECURITIES SA,CRS,PLCPRSC00012,COPERNICUS SECURITIES SA,CRS,Poland,PLN
3740,CAD,COPPER FOX METALS INC,CUU,CA21749Q1046,COPPER FOX METALS INC,CUU,Canada,CAD
3741,CAD,COPPER LAKE RESOURCES LTD,CPL,CA21750Y1034,COPPER LAKE RESOURCES LTD,CPL,Canada,CAD
3742,CAD,COPPER MESA MINING CORP,CUX,CA21750W1077,COPPER MESA MINING CORP,CUX,,CAD
3743,AUD,COPPER MOUNTAIN MINING-CDI,C6C,AU0000005001,COPPER MOUNTAIN MINING-CDI,C6C,Australia,AUD
3744,AUD,COPPER STRIKE LTD,CSE,AU000000CSE3,COPPER STRIKE LTD,CSE,Australia,AUD
3745,AUD,COPPERMOLY LTD,COY,AU000000COY0,COPPERMOLY LTD,COY,Australia,AUD
3746,JPY,COPRO-HOLDINGS CO LTD,7059,JP3302000009,COPRO-HOLDINGS CO LTD,7059,Japan,JPY
3747,GBP,CORA GOLD LTD,ASQ1,VGG2423W1077,CORA GOLD LTD,CORA,United Kingdom,GBP
3748,USD,CORAL GOLD RESOURCES LTD,CLHRF,CA2180022022,CORAL GOLD RESOURCES LTD,CLHRF,United States of America,USD
3749,GBP,CORAL PRODUCTS PLC,ASQ1,GB0002235736,CORAL PRODUCTS PLC,CRU,United Kingdom,GBP
3750,AUD,CORAZON MINING LTD,CZN,AU000000CZN9,CORAZON MINING LTD,CZN,Australia,AUD
3751,USD,CORBUS PHARMACEUTICALS HOLDI,SCM,US21833P1030,CORBUS PHARMACEUTICALS HOLDI,CRBP,United States of America,USD
3752,USD,CORBY SPIRIT AND WINE LTD,CURRENT,CA2183491083,CORBY SPIRIT AND WINE LTD,CBYDF,United States of America,USD
3753,USD,CORCEPT THERAPEUTICS INC,SCM,US2183521028,CORCEPT THERAPEUTICS INC,CORT,Germany,USD
3754,USD,CORDEX PHARMA INC,CDXP,US2185101050,CORDEX PHARMA INC,CDXP,,USD
3755,USD,CORDIA CORP,CURRENT,US21850P2002,CORDIA CORP,CORG,United States of America,USD
3756,SGD,CORDLIFE GROUP LTD,P8A,SG2E64980112,CORDLIFE GROUP LTD,P8A,Singapore,SGD
3757,USD,CORDOBA MINERALS CORP,CDBMF,CA21852Q6022,CORDOBA MINERALS CORP,CDBMF,United States of America,USD
3758,INR,CORDS CABLE INDUSTRIES LTD,CORDSCABL,INE792I01017,CORDS CABLE INDUSTRIES LTD,CORDSCABL,India,INR
3759,JPY,CORE CORP,2359,JP3284000001,CORE CORP,2359,Japan,JPY
3760,USD,CORE LABORATORIES N.V.,CLB,NL0000200384,CORE LABORATORIES N.V.,CLB,Mexico,USD
3761,USD,CORE LITHIUM CORP,CORX,US21871R1023,CORE LITHIUM CORP,CORX,United States of America,USD
3762,USD,CORE MOLDING TECHNOLOGIES IN,CMT,US2186831002,CORE MOLDING TECHNOLOGIES IN,CMT,United States of America,USD
3763,USD,CORECIVIC INC,CXW,US21871N1019,CORECIVIC INC,CXW,Germany,USD
3764,USD,CORELOGIC INC,CLGX,US21871D1037,CORELOGIC INC,CLGX,United States of America,USD
3765,SEK,COREM PROPERTY GROUP AB-PREF,COREPREF,SE0010714311,COREM PROPERTY GROUP AB-PREF,COREPREF,Sweden,SEK
3766,USD,CORENERGY INFRASTRUCTURE TRU,CORR,US21870U5020,CORENERGY INFRASTRUCTURE TRU,CORR,United States of America,USD
3767,USD,COREPOINT LODGING INC,CPLG,US21872L1044,COREPOINT LODGING INC,CPLG,United States of America,USD
3768,USD,CORESITE REALTY CORP,COR,US21870Q1058,CORESITE REALTY CORP,COR,United States of America,USD
3769,USD,CORETEC GROUP INC/THE,CURRENT,US21871W1018,CORETEC GROUP INC/THE,CRTG,United States of America,USD
3770,USD,CORIX BIOSCIENCE INC,CXBS,US21887N1037,CORIX BIOSCIENCE INC,CXBS,,USD
3771,AUD,CORIZON LTD-NEW SHARE,CIZNA,AU0000026486,CORIZON LTD-NEW SHARE,CIZNA,,AUD
3772,USD,CORMEDIX INC,NMS,US21900C3088,CORMEDIX INC,CRMD,United States of America,USD
3773,EUR,CORNERSTONE BUILDING BRANDS,XETRA,US21925D1090,CORNERSTONE BUILDING BRANDS,NCUN,Germany,EUR
3774,USD,CORNERSTONE COMMUNITY BANCOR,CURRENT,US21925R1086,CORNERSTONE COMMUNITY BANCOR,CRSB,United States of America,USD
3775,HKD,CORNERSTONE FINANCIAL HOLDINGS,8112,KYG3610T1215,CORNERSTONE FINANCIAL HOLDINGS,8112,Hong Kong,HKD
3776,USD,CORNERSTONE ONDEMAND INC,CSOD,US21925Y1038,CORNERSTONE ONDEMAND INC,CSOD,United States of America,USD
3777,USD,CORNERWORLD CORP,CWRL,US2192342002,CORNERWORLD CORP,CWRL,,USD
3778,USD,CORNING INC,GLW,US2193501051,CORNING INC,GLW,United States of America,
3779,USD,CORNING NATURAL GAS HOLDING,CNIG,US2193871074,CORNING NATURAL GAS HOLDING,CNIG,United States of America,USD
3780,USD,CORNWALL RESOURCES INC,LIMITED,US2196231052,CORNWALL RESOURCES INC,CORC,,USD
3781,INR,COROMANDEL INTERNATIONAL LTD,COROMANDE,INE169A01031,COROMANDEL INTERNATIONAL LTD,COROMANDE,India,INR
3782,JPY,CORONA CORP,5909,JP3305950002,CORONA CORP,5909,Japan,JPY
3783,AUD,CORONADO GLOBAL RESOURCE-CDI,CRN,AU0000026122,CORONADO GLOBAL RESOURCE-CDI,CRN,Australia,AUD
3784,ZAR,CORONATION FUND MANAGERS LTD,CML,ZAE000047353,CORONATION FUND MANAGERS LTD,CML,South Africa,ZAR
3785,USD,CORP AMERICA AIRPORTS SA,CAAP,LU1756447840,CORP AMERICA AIRPORTS SA,CAAP,Mexico,USD
3786,MXN,CORP INMOBILIARIA VESTA SAB,VESTA,MX01VE0M0003,CORP INMOBILIARIA VESTA SAB,VESTA,Mexico,MXN
3787,USD,CORPORATE CAPITAL TRUST INC,CCT,US2198801019,CORPORATE CAPITAL TRUST INC,CCT,,USD
3788,USD,CORPORATE MANAGEMENT SOLUTIO,YDGE,US22004A1079,CORPORATE MANAGEMENT SOLUTIO,YDGE,United States of America,USD
3789,USD,CORPORATE OFFICE PROPERTIES,OFC,US22002T1088,CORPORATE OFFICE PROPERTIES,OFC,United States of America,USD
3790,AUD,CORPORATE TRAVEL MANAGEMENT,CTD,AU000000CTD3,CORPORATE TRAVEL MANAGEMENT,CTD,Australia,AUD
3791,INR,CORPORATION BANK,CORPBANK,INE112A01023,CORPORATION BANK,CORPBANK,,INR
3792,CAD,CORREVIO PHARMA CORP,CORV.CAD,CA22026V1058,CORREVIO PHARMA CORP,CORV.CAD,,USD
3793,CAD,CORSA COAL CORP,CSO,CA22041E6091,CORSA COAL CORP,CSO,Canada,CAD
3794,CAD,CORTEX BUSINESS SOLUTIONS IN,CBX,CA2205186091,CORTEX BUSINESS SOLUTIONS IN,CBX,,CAD
3795,SGD,CORTINA HOLDINGS,C41,SG1M59904946,CORTINA HOLDINGS,C41,Singapore,SGD
3796,USD,CORTLAND BANCORP,CLDB,US2205871096,CORTLAND BANCORP,CLDB,United States of America,USD
3797,USD,CORUS ENTERTAINMENT INC-B SH,CURRENT,CA2208741017,CORUS ENTERTAINMENT INC-B SH,CJREF,United States of America,USD
3798,USD,CORVEL CORP,NMS,US2210061097,CORVEL CORP,CRVL,United States of America,USD
3799,USD,CORVUS PHARMACEUTICALS INC,NMS,US2210151005,CORVUS PHARMACEUTICALS INC,CRVS,United States of America,USD
3800,HKD,COSCO SHIPPING DEVELOPMENT-H,2866,CNE100000536,COSCO SHIPPING DEVELOPMENT-H,2866,Hong Kong,HKD
3801,HKD,COSCO SHIPPING ENERGY TRAN-H,1138,CNE1000002S8,COSCO SHIPPING ENERGY TRAN-H,1138,Hong Kong,HKD
3802,HKD,COSCO SHIPPING HOLDINGS CO-H,1919,CNE1000002J7,COSCO SHIPPING HOLDINGS CO-H,1919,Hong Kong,HKD
3803,HKD,COSCO SHIPPING PORTS LTD,1199,BMG2442N1048,COSCO SHIPPING PORTS LTD,1199,Germany,HKD
3804,JPY,COSEL CO LTD,6905,JP3283700007,COSEL CO LTD,6905,Japan,JPY
3805,JPY,COSMO BIO CO LTD,3386,JP3298700000,COSMO BIO CO LTD,3386,Japan,JPY
3806,JPY,COSMO ENERGY HOLDINGS CO LTD,5021,JP3298000005,COSMO ENERGY HOLDINGS CO LTD,5021,Japan,JPY
3807,HKD,COSMO LADY CHINA HOLDINGS CO,2298,KYG244421080,COSMO LADY CHINA HOLDINGS CO,2298,Hong Kong,HKD
3808,CHF,COSMO PHARMACEUTICALS NV,COPN,NL0011832936,COSMO PHARMACEUTICALS NV,COPN,Switzerland,CHF
3809,USD,COSMOS GROUP HOLDINGS INC,CURRENT,US2214112003,COSMOS GROUP HOLDINGS INC,COSG,United States of America,USD
3810,USD,COSMOS HOLDINGS INC,SCM,US2214132068,COSMOS HOLDINGS INC,COSM,United States of America,USD
3811,JPY,COSMOS INITIA CO LTD,8844,JP3970200006,COSMOS INITIA CO LTD,8844,Japan,JPY
3812,JPY,COSMOS PHARMACEUTICAL CORP,3349,JP3298400007,COSMOS PHARMACEUTICAL CORP,3349,Japan,JPY
3813,EUR,COSMOSTEEL HOLDINGS LTD,XETRA,SG1V08936188,COSMOSTEEL HOLDINGS LTD,CMR,Germany,EUR
3814,AUD,COSTA GROUP HOLDINGS LTD,CGC,AU000000CGC2,COSTA GROUP HOLDINGS LTD,CGC,Australia,AUD
3815,USD,COSTA INC-CLASS A,ATX,US22149T1025,COSTA INC-CLASS A,ATX,,USD
3816,USD,COSTAMARE INC,CMRE,MHY1771G1026,COSTAMARE INC,CMRE,Germany,USD
3817,USD,COSTAR GROUP INC,NMS,US22160N1090,COSTAR GROUP INC,CSGP,United States of America,USD
3818,USD,COSTAR TECHNOLOGIES INC,CURRENT,US22161J2069,COSTAR TECHNOLOGIES INC,CSTI,United States of America,USD
3819,USD,COSTAS INC,CURRENT,US22160A2069,COSTAS INC,CSSI,United States of America,USD
3820,USD,COSTCO WHOLESALE CORP,NMS,US22160K1051,COSTCO WHOLESALE CORP,COST,Germany,
3821,JPY,COTA CO LTD,4923,JP3298900006,COTA CO LTD,4923,Japan,JPY
3822,JPY,COTTA CO LTD,3359,JP3442910000,COTTA CO LTD,3359,Japan,JPY
3823,USD,COTTON & WESTERN MINING INC,CWRN,US2217373073,COTTON & WESTERN MINING INC,CWRN,United States of America,USD
3824,USD,COUNTERPATH CORP,CPAH,US22228P3029,COUNTERPATH CORP,CPAH,Canada,USD
3825,AUD,COUNTPLUS LTD,CUP,AU000000CUP5,COUNTPLUS LTD,CUP,Australia,AUD
3826,INR,COUNTRY CLUB HOSPITALITY & H,CCHHL,INE652F01027,COUNTRY CLUB HOSPITALITY & H,CCHHL,India,INR
3827,INR,COUNTRY CONDO'S LTD,COUNCODOS,INE695B01025,COUNTRY CONDO'S LTD,COUNCODOS,India,INR
3828,HKD,COUNTRY GARDEN HOLDINGS CO,2007,KYG245241032,COUNTRY GARDEN HOLDINGS CO,2007,Germany,HKD
3829,HKD,COUNTRY GARDEN SERVICES HOLD,6098,KYG2453A1085,COUNTRY GARDEN SERVICES HOLD,6098,Hong Kong,HKD
3830,USD,COUPA SOFTWARE INC,NMS,US22266L1061,COUPA SOFTWARE INC,COUP,Mexico,USD
3831,HKD,COURAGE INVESTMENT GROUP LTD,1145,BMG246371113,COURAGE INVESTMENT GROUP LTD,1145,Singapore,HKD
3832,EUR,COURTOIS-R,COUR,FR0000065393,COURTOIS-R,COUR,France,EUR
3833,SGD,COURTS ASIA LTD,RE2,SG2F22986069,COURTS ASIA LTD,RE2,,SGD
3834,USD,COUSINS PROPERTIES INC,CUZ,US2227955026,COUSINS PROPERTIES INC,CUZ,United States of America,USD
3835,USD,COVANCE INC,CVD,US2228161004,COVANCE INC,CVD,,USD
3836,USD,COVANTA HOLDING CORP,CVA,US22282E1029,COVANTA HOLDING CORP,CVA,United States of America,USD
3837,AUD,COVENTRY GROUP LIMITED,CYG,AU000000CYG6,COVENTRY GROUP LIMITED,CYG,Australia,AUD
3838,USD,COVENTRY HEALTH CARE INC,CVH,US2228621049,COVENTRY HEALTH CARE INC,CVH,,
3839,EUR,COVESTRO AG,XETRA,DE0006062144,COVESTRO AG,1COV,Germany,EUR
3840,USD,COVETRUS INC,NMS,US22304C1009,COVETRUS INC,CVET,United States of America,
3841,USD,COVIDIEN PLC,COV,IE00B68SQD29,COVIDIEN PLC,COV,,
3842,HKD,COWELL E HOLDINGS INC,1415,KYG248141163,COWELL E HOLDINGS INC,1415,Hong Kong,HKD
3843,USD,COWEN INC - A,NMS,US2236226062,COWEN INC - A,COWN,United States of America,USD
3844,JPY,COX CO LTD,9876,JP3299200000,COX CO LTD,9876,Japan,JPY
3845,USD,COYOTE RESOURCES INC,COYR,US2240691046,COYOTE RESOURCES INC,COYR,,USD
3846,HKD,CP LOTUS CORP,121,KYG2500L1077,CP LOTUS CORP,121,Hong Kong,HKD
3847,USD,CPI CARD GROUP INC,NMS,US12634H2004,CPI CARD GROUP INC,PMTS,United States of America,USD
3848,EUR,CPI PROPERTY GROUP SA,XETRA,LU0251710041,CPI PROPERTY GROUP SA,O5G,Germany,EUR
3849,GBP,CPL RESOURCES PLC,CPS,IE0007214426,CPL RESOURCES PLC,CPS,United Kingdom,GBP
3850,USD,CPS TECHNOLOGIES CORP,SCM,US12619F1049,CPS TECHNOLOGIES CORP,CPSH,United States of America,USD
3851,GBP,CQS NEW CITY HIGH YIELD FUND,SSMM,JE00B1LZS514,CQS NEW CITY HIGH YIELD FUND,NCYF,United Kingdom,GBP
3852,USD,CRA INTERNATIONAL INC,NMS,US12618T1051,CRA INTERNATIONAL INC,CRAI,United States of America,USD
3853,USD,CRACKER BARREL OLD COUNTRY,NMS,US22410J1060,CRACKER BARREL OLD COUNTRY,CBRL,Germany,USD
3854,AUD,CRADLE RESOURCES LTD,CXX,AU000000CXX3,CRADLE RESOURCES LTD,CXX,Australia,AUD
3855,USD,CRAFT BREW ALLIANCE INC,BREW,US2241221017,CRAFT BREW ALLIANCE INC,BREW,United States of America,USD
3856,EUR,CRAMO OYJ,RAON,FI4000384243,CRAMO OYJ,RAON,,EUR
3857,GBP,CRANEWARE PLC,ASQ1,GB00B2425G68,CRANEWARE PLC,CRW,United Kingdom,GBP
3858,GBP,CRANSWICK PLC,STMM,GB0002318888,CRANSWICK PLC,CWK,United Kingdom,GBP
3859,AUD,CRATER GOLD MINING LTD,CGN,AU000000CGN9,CRATER GOLD MINING LTD,CGN,Australia,AUD
3860,USD,CRAVEN HOUSE CAPITAL PLC,ASQ1,GB00BD4FQ360,CRAVEN HOUSE CAPITAL PLC,CRV,,USD
3861,USD,CRAY INC,CRAY,US2252233042,CRAY INC,CRAY,,USD
3862,USD,CRAZY WOMAN CREEK BANCORP,CURRENT,US2252331051,CRAZY WOMAN CREEK BANCORP,CRZY,United States of America,USD
3863,HKD,CRCC HIGH-TECH EQUIPMENT C-H,1786,CNE1000023F1,CRCC HIGH-TECH EQUIPMENT C-H,1786,Hong Kong,HKD
3864,CHF,CREALOGIX HOLDING AG-REG,CLXN,CH0011115703,CREALOGIX HOLDING AG-REG,CLXN,Switzerland,CHF
3865,HKD,CREATIVE CHINA HOLDINGS LTD,8368,KYG2562P1292,CREATIVE CHINA HOLDINGS LTD,8368,Hong Kong,HKD
3866,USD,CREATIVE EDGE NUTRITION INC,FITX,US22528W2052,CREATIVE EDGE NUTRITION INC,FITX,United States of America,USD
3867,HKD,CREATIVE ENTERPRISE HOLDINGS,3992,KYG251801034,CREATIVE ENTERPRISE HOLDINGS,3992,Hong Kong,HKD
3868,INR,CREATIVE EYE LTD,CREATIVEY,INE230B01021,CREATIVE EYE LTD,CREATIVEY,India,INR
3869,USD,CREATIVE LEARNING CORP,CURRENT,US22529R1068,CREATIVE LEARNING CORP,CLCN,United States of America,USD
3870,USD,CREATIVE REALITIES INC,SCM,US22530J2006,CREATIVE REALITIES INC,CREX,United States of America,USD
3871,USD,CREATIVE TECHNOLOGY LTD,CREAF,SG1A98006814,CREATIVE TECHNOLOGY LTD,CREAF,United States of America,USD
3872,AUD,CREDIBLE LABS INC-CDI,CRD,AU000000CRD7,CREDIBLE LABS INC-CDI,CRD,,AUD
3873,USD,CREDICORP LTD,BAP,BMG2519Y1084,CREDICORP LTD,BAP,Mexico,USD
3874,USD,CREDIT ACCEPTANCE CORP,NMS,US2253101016,CREDIT ACCEPTANCE CORP,CACC,United States of America,USD
3875,CHF,CREDIT AGRICOLE SA,ACA1,FR0000045072,CREDIT AGRICOLE SA,ACA1,Switzerland,CHF
3876,RUB,CREDIT BANK OF MOSCOW PJSC,CBOM,RU000A0JUG31,CREDIT BANK OF MOSCOW PJSC,CBOM,Russia,RUB
3877,AUD,CREDIT CORP GROUP LIMITED,CCP,AU000000CCP3,CREDIT CORP GROUP LIMITED,CCP,Australia,AUD
3878,JPY,CREDIT SAISON CO LTD,8253,JP3271400008,CREDIT SAISON CO LTD,8253,Japan,JPY
3879,USD,CREDIT SUISSE ASSET MGMT INC,CIK,US2249161066,CREDIT SUISSE ASSET MGMT INC,CIK,United States of America,USD
3880,USD,CREDIT SUISSE GROUP-SPON ADR,CS,US2254011081,CREDIT SUISSE GROUP-SPON ADR,CS,Mexico,USD
3881,INR,CREDITACCESS GRAMEEN LTD,CREDITACC,INE741K01010,CREDITACCESS GRAMEEN LTD,CREDITACC,India,INR
3882,USD,CREDNOLOGY HOLDING CORP,COHO,US22547L1070,CREDNOLOGY HOLDING CORP,COHO,United States of America,USD
3883,JPY,CREEK & RIVER CO LTD,4763,JP3269700005,CREEK & RIVER CO LTD,4763,Japan,JPY
3884,PLN,CREEPY JAR SA,CRJ,PLCRPJR00019,CREEPY JAR SA,CRJ,Poland,PLN
3885,GBP,CREIGHTONS PLC,SSQ3,GB0002341666,CREIGHTONS PLC,CRL,United Kingdom,GBP
3886,JPY,CREO CO LTD,9698,JP3271000006,CREO CO LTD,9698,Japan,JPY
3887,GBP,CREO MEDICAL GROUP PLC,ASQ1,GB00BZ1BLL44,CREO MEDICAL GROUP PLC,CREO,United Kingdom,GBP
3888,CAD,CRESCENT POINT ENERGY CORP,CPG,CA22576C1014,CRESCENT POINT ENERGY CORP,CPG,United States of America,USD
